//
//[注意！]
//誰かが記載した文章を丸々削除&記入は、編集合戦になって不毛な戦いに発展してしまうのでお控えください。
//適切ではない文章で、丸々消去する場合はコメントアウトを用いて、消さずに又はメモを残す対応をお願いします。
//
//11/14追記:がっつりエピソードなど、「人物特徴ではないもの備考欄への記載」は無駄だと判断し、消させていただきます。
//11/26追記:無駄に備考欄が長くなっている為、面白犯罪でのランキングや記載したいエピソードなどがある場合はこちらではなく、各人物のプロフィールにて記載をお願いします。
//2024/3/27 銀河一アニキについて、ランク2に昇格したと思ってらっしゃる方がいるのですが、現在はSWATのみ2を付与されています。参考URL：https://www.twitch.tv/videos/2102070301?t=03h27m13s
//以前世代名は編集相談所にて仮称は正式名称ではないので載せない方がよいにまとまっていたはずなので、世代の仮名称は非表示にしました。
//各署員のランク記載ですが、警察ランクとSWATランクに差がない限り一つにまとめて記載するのが良いかと思います。
//2024/10/28 (月) 11:52:15(非ログインユーザー)のましゃかり　トラボルタ編集、「警察としての仕事よりも自身の撮れ高を優先する一面があり～」は事実と異なる点や、配信者下げにしか見えないため削除させていただきました。同時にジャック馬ウアーの「仕事ぶりのいい加減さや～」も観測者側からの主観にしか見えないと思うので削除しています。
//2025/09/22：「役職」欄を追加し、各署の「署長、副署長、上官、副官」を記載しました。それに伴い、「役職/部署/世代」を「部署/世代」に変更しています(by akina3)
//2025/09/22：馬ウアー署長の備考欄について行数が多かったので「openclose2」を使って一部クリックで表示するようにしました。記載内容は変更しておりません(by akina3)
//
//
***&font(19,u){&color(#4169E1){|}&space()Season1&space(4)}
#region(開く)閉じる
****概要
-署員数：98人（男性：67人・女性：31人）&small(){休職中を除く}
-SWAT隊員数：91人（男性：64人・女性：28人）
// 2025/07/15更新 犬ルリ懲戒免職
// 2025/09/10時点 ブロッコリー斎藤無期限停職（人数未反映）
// 2025/07/02時点 市長・市長補佐は未カウント、警察のみ所属7人（男性：4人・女性：3人）
// 2025/09/22時点 胡將停職（人数反映済　99人→98人）
// 2025/09/22時点 文月夏苗 休職
//
****&font(19,u){&color(#4169E1){|}&space()署員一覧 &color(darkblue){&icon_fa(fa-solid fa-person-military-pointing)}}
//各署員のランク記載ですが、警察ランクとSWATランクに差がない限り一つにまとめて記載するのが良いかと思います。
#size(90%){{{#table_style(100%,head=#4169e1:#ffffff:center){SWAT入隊状況=center,本採用日=right}
#table_filter(){所属=show,役職=show,ふりがな=hide,階級=show,部署/世代=show,SWAT入隊状況=hide,本採用日=show,備考=show}
|~所属|~役職|~氏名|~ふりがな|~階級|部署/世代|~SWAT入隊状況|~本採用日|~備考|h
|北署||[[冷泉　ナデシコ]]|れいせん　なでしこ|3|[[生命の世代>ロスサントス警察#生命の世代]]|○|'24/07/02| [[猫　マンゴー]]先輩の撃ち合いの強さや運転技術などに惹かれ、尊敬し日々鍛錬してる。なずぴからは磨けば育つダイヤモンド4ぬほど強いと称賛。&br()'25/01/05の終了前に北署配属かつランク3昇格になった。&br()「&bold(){浮世の闇に咲く一凛の花、ナデシコ出勤します！}」|
|北署||[[あやな　みれい]]|あやな　みれい|2|チル課|○|'23/07/14|夜な夜な一人で勉強会をする努力家。特にチェイスは勉強中であり、犯人に置いて行かれることがしばしば。&br()またよく犯罪者に拉致られる。太陽拳エモートの生みの親。&br()元は南署所属だったが北署へ転属を希望した。&br()「煉署長が退職したら立ち直れないけど、キーモット署長だったらギリ耐えれる」|
|北署||[[悠　えん]]|ゆう　えん|2||○|'25/06/12|警察とは何かと因縁の深い[[9055]]からの警察採用者で、100人目の警察官らしい。&br()北署所属の[[とある署員>ブロッコリー　斎藤]]をサポートして押し上げたいとの理由で北署への転属を申請した。|
|北署||[[鷹山　トシアキ]]|たかやま　としあき|1||○|'23/09/27|冷静さも持ち合わせるいぶし銀な鷹。三度の飯より車好き。コメットを愛車にして積極的にチェイスに参加している。&br()撃ち合い能力やヘリの操縦技術も高く、北署員らしくマトリに参加することもある。&br()ちなみにマスクでは無く地顔である。|
|北署||[[川　中]]|かわ　なか|1|[[第2世代>ロスサントス警察#第2世代]]&br()ナミビア課 課長|○|'24/03/22|第2世代の一人。元神奈川県警で、悪人を撃ち殺すためにロスサントスへやって来た。&br()体験初日から単独での活動が許されたり、大型犯罪のIGLを行ったりと非凡な才能を発揮していた。&br()通常の警察時とSWATの時で容姿がガラッと変わる。&br()[[柚麦>柚麦　とと]]とは同日入隊の同期。|
|北署||[[佐々木]]|ささき|1|[[第2世代>ロスサントス警察#第2世代]]&br()|○|'24/03/23|第2世代の一人。日本のブラック企業からロスサントスに逃げて警察官に。&br()やたらとヘリが上手いと体験時代から評判であった。&br()名前は日本に置いてきたらしい。|
|北署||[[ありもと　けんいち]]|ありもと　けんいち|1||○|'24/05/21|全ての悪を根絶やしにするため、警察になりたくてロスサントスへ引っ越してきた。周りからは「ありけん」と呼ばれている。&br()[[レッサン>レッサン　パンナ]]の飼っている喉の妖精とは何かと話が合う模様。|
|北署||[[ブロッコリー　斎藤]]|ブロッコリー　さいとう|1|[[生命の世代>ロスサントス警察#生命の世代]]|○|'24/06/25&br()&openclose2(show=復帰){&br()'25/09/17}&br()|ブロッコリー王国の第三王子。隣国カリフラワー王国に国が滅ぼされロスサントスに逃げて来た。&br()周囲から弄られることが多い。ランクがダイスで決められていた事もある。&br()生来のトラブルメーカー体質に加え、ここ一番の「二択」を外す悪癖があり、状況を悪化させてしまうこともしばしば。&br()北署長[[キーモット>キーモット　ホームズ]]からスカウトされ、課された北署入署課題で南署員[[花沢まるん>花沢　まるん]]を襲撃し北署配属。この時のことが南北戦争の火種となる。&br()‘25/09/10救急隊[[元難波登>元難波　登]]との金銭貸借を巡る民事裁判で敗訴した結果、無期限停職処分となる。復帰条件は警察・救急隊上官各3名（計6名）からの許可。&br()'25/09/17にバーバリアン田中、赤ちゃんキャップ、もりるんるん、命田守、雷堂ましろ、元難波登により復職許可が下り、心を入れ替えて警察業務にあたると誓い復帰した。&br()停職中は[[E5's BURGER]] で店員として働き、要請があればミッション受注者の肉壁として帯同するなど奉仕活動をしていた。|
|砂漠署|&color(#F0BC3B){&bold(){砂漠署}} &color(#3B4EF0){&bold(){署長}}|[[バーバリアン　田中]]|ばーばりあん　たなか|5|[[最悪の世代>ロスサントス警察#最悪の世代]]&br()特殊刑事課対応課&br()生活支援課(自称)&br()麻薬取締局&br()隠密部隊&br()Lv100武器商人対策本部|○|'24/02/09|最悪の世代の一人。おそらく3例目の黒経験者からの警察官。特殊刑事課の天敵で、縁故採用ならぬ怨恨採用。志望動機は&s(){[[キャップ>ましゃかり　トラボルタ]]を殺す(怨恨採用)}市民の笑顔を守りたいから。&br()警察周りで起きた事件などをまとめてくれるHTML使いの文豪でもある。&br()白黒問わず人望が非常に厚いうえに融通が利く為、「困った際にはババアに頼むといい」と言ってくれる市民も多い。&br()資料作成から備品補充(ダクトテープ、オキシゲンチューブ、IFAKSなど)、ヘリ操縦にロケラン、新人の指導までなんでもこなす。実は人見知り([[さぶ郎>安保　さぶ郎]]に即見抜かれた)。&br()体験時はまだSWATが無かったため大型の経験も一通りあり、人手不足のときは現場にも出るが、普段は本署に残り牢屋対応や車両修理を黙々とこなす縁の下の力持ち。&br()事件調査を主な活動とし、メメントモリをはじめとした違法薬物や通常では入手できない違法武器の調査など、大型対応とは異なる一面で警察では欠かせない人材となっている。&br()'25/04/06砂漠署署長に正式に就任。「&bold(){ババア出勤したわ、おはよう}（裏声：&bold(){ｵﾊﾖｳ}）」|
|砂漠署|砂漠署 &color(#3B4EF0){副署長}|[[ボイラ　テンガリン]]|ぼいら　てんがりん|5|生活安全課&br()交通課&br()|○|'23/07/24|正義感を持った熱い男ではあるが、警察の問題児の一人であり、警察や住民から煙たがられることがある。&br()一方、警察としてヴァンダーマーやMondら黒側のトップの人間に認められ犯罪者との関係値を築いている。&br()銃撃戦は、1人で組織を壊滅に追い込める警察トップクラス。IGLとして現場の指揮もとれる為、地上IGLとして立ち回ることもある。&br()新人警官に大型の座学を積極的に教えたりと教官な一面や、後輩達のメンケアや署長への意見といった中間管理職な一面もある。&br()大型事件が頻発していた時代、自身はSWAT中心業務で、市民対応を重点においている南署配属に疑問を抱き続けていたが、&br()赤城煉の一時帰国を機に異動を考え、その際にババアから砂漠署へ勧誘され転属した。&br()'25/04/06 ランク5昇級とともに砂漠副署長に就任。&br()[[餡ブレラ]]による街を巻き込んだ大実験の際にウェスカーを討ち取ったことで、英雄と言われるようになった。&br()そのことで、業務にも影響を与えて暴走することが多くなっており、[[MOZU]]への対応でやりすぎた結果、&br()ババアよりランク4に降格を言い渡されたが「英雄ポイント1」を消費して再びランク5に復帰、英雄としてのボイラを捨てることに成功した。&br()&b(){「おはよう、ボイラテンガリン出勤だ」}|
|砂漠署||[[二部　らるたる]]|にぶ　らるたる|4&br()&small(){SWAT}1|[[F4>ロスサントス警察#F4]]&br()[[生命の世代>ロスサントス警察#生命の世代]]&br()&link_anchor(police_kaiju,page=犬　ルリ){怪獣部隊}：怪獣3号&br()メンケア課&br()話聞こ課|○|'24/06/09|名前で強いと思われがち(実際強いが)まだシールドは張れない。そのためシールドを張れるように日々精進している。&br()ヘリを得意としているが地上もそつなくこなす。&br()ランクがなかなか上がらないことを[[バーバリアン　田中]]が陰ながら憂いていたが、10/19に無事ランク2に昇格した。&br()最近では空の二部、地上の[[リオ>犬上　リオ]]で2人のエースとして活躍している。&br()上官志望だが、生粋のギャンブラーで億単位の借金をしており、ギャングである[[868]]の資金源の一つとなっているほど。&br()故に警察金庫に手を付けかねないと[[さぶ郎>安保　さぶ郎]]からは断固拒否されている。&br()空席だった砂漠署署長を狙っていろいろ画策していた。'25/04/08、署長の椅子が埋まったことを知り少しショックを受けたが&br()ババアに直接砂漠署志望を伝え、馬ウアーに一声かける条件で転属許可を貰った。&br()ボイラにトロッコ問題的な実験を仕掛けた結果SWATランクを1に下げられたが、'25/06/29ババアの計らいでランク復活されたが&openclose2(show=手違い){（同時期に降格させられたボイラとしょうじ分のキャリーオーバーという扱い）}で警察ランク4に昇格した。|
|砂漠署||[[竹井　勝痔]]|たけい　しょうじ|3&br()&small(){SWAT}5|[[ゴリラ世代>ロスサントス警察#ゴリラ世代]]&br()麻薬取締局|○|'23/11/23&br()&openclose2(show=再雇用){&br()'25/01/31}&br()&openclose2(show=再々雇用){&br()'25/03/04}|ゴリラ世代の一人。スピード違反をはじめとしたどんな些細な違反でも全力で検挙を行う元南署所属警察官。'24/09/09に2度目の泥酔暴走事件を引き起こしての懲戒免職から復帰した自称警察の癌。&br()本署署長室で合格を告げられたが誰からも祝福されず、同時に街に雨が降りはじめ全ロスサントスが泣いた。&br()しかし技術と経験は本物。滅多な事がない限り昇格はないらしい。黒市民に限らず白市民でも容赦なく取り締まりを行うため、市民からのヘイトを買いやすいのが玉に瑕。&br()‘25/02/19にタクシー搭乗中に道路交通法違反の車両を発見し、追跡を強制したことと、証拠不十分のまま職場の同僚のなかで罰金を切ったことで裁判を起こされ完全敗訴。&br()警察を解雇され3日間の国外追放を受ける事へとなった。'25/03/04体験ランクから復帰。[[ミン　ドリー]]が辞職したのを機に行動を改め、真面目にランク5を目指すことを決意した。&br()だが署員から反対され前の勝痔に戻ってしまう事になった。[[おばあちゃん>バーバリアン　田中]]にランク上げを要求しているが完全にスルーされていたが、&br()現在[[砂漠署署長>バーバリアン　田中]]より、&openclose2(show=昇格試験){（薬物関連の罪状で、3件以上検挙）}を実施中。→'25/06/24、10人検挙したことでランク2（ライフ+1）昇格。&br()したが、やりすぎな業務内容に懸念を覚えたおばあちゃんの指示でランク1への降格が明言されたが不貞腐れた態度をとったため[[アジカン>味野　環九郎]]の手で0まで下がり、もう一度前回と同じ昇格の条件を提示された。&br()メカニックJTSで3度も迷惑して次があったらクビになるかもしれない。|
|砂漠署||[[よすみの　かど]]|よすみの　かど|2|[[生命の世代>ロスサントス警察#生命の世代]]|○|'24/07/21|小型犯罪の対応を積極的に行うシリアスが似合わない男。事件が起きない間は飲食店などを巡って市民交流などを行っている。&br()本人曰く警察は副業で働いているらしい。自身が[[マクドナルド]]に襲撃された際に提出した報告書(しおり)が分かりやすく評判だった。&br()'25/03/28、バーバリアン田中に誘われ砂漠署へ転属した。&br()'25/07/04、バーバリアン田中からの&openclose2(show=昇格試験){（30種類別の飲食物を車のスタッシュに入れてくる）}をクリアしたためランク２に昇格。|
|砂漠署||[[ぺん　ゆきや]]|ぺん　ゆきや|1|[[襲撃の世代>ロスサントス警察#襲撃の世代]]|○|'24/10/12|数か月ぶりに起きた際に[[バーバリアン田中>バーバリアン　田中]]と[[キャップ>ましゃかり　トラボルタ]]の手で才能を見出された&s(){問題児}逸材で愛称は&bold(){ぺんぺん}。&br()体験中、護送訓練に付き合ってくれていた[[ひのらん>ひの　らん]]に対して護送状態でパンツを脱ぎ始めるなど一同驚愕なことをしでかした。&br()インパウンドミスにより[[バーバリアン田中>バーバリアン　田中]] には一層頭が上がらなくなったが、何度も大型対応に誘っており慕っている模様。&br()ロケットランチャーとライオット車両をこよなく愛している。&br()キーモットらによって北署に勧誘されていたが、自身が慕うバーバリアン田中が仮所属している砂漠署へ転属した。&br()破天荒な性格だと思われがちだが、ぺんケア課を設立し同期や後輩が悩んでいる姿を見かけた際にはしっかりケアを行うなど心優しい警察官である。&br()現在[[砂漠署署長>バーバリアン　田中]]より、&openclose2(show=昇格試験){（大型小型犯罪問わず、ライオットで犯人を1人以上逮捕すること）}を実施中。&br()「&bold(){砂漠署のエリート・ぺんゆきやしゅっきーん！}」|
//|本署||[[署員の名前]]|ふりがな|1||○|'25/mm/dd||
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
//#table_autoincrement(){label=No.}
}}}
//〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
//↓復職の可能性が高い署員
//|東署&br()(研修)|[[胡　將]]|こ　しょう|2&small(){&openclose2(show=※){&br()降格処分}}||○|'25/02/15|娘の病気の治療費を稼ぐためにロスサントスにやってきた。銃の扱いにも長けており、大型現場でも早速活躍している。&br()'25/03/09、北署に配属。最近は北署上官が出勤していないためランク上げが行われておらず一部業務に支障が出ており頭を抱えている。&br()'25/05/20久しぶりに北署メンバーが起床したことでランク3に飛び級昇格した。&br()25/7新署設立に向けてチームとしての実績を作るため東署に移動した。&br()「&bold(){胡將起床おはようございます}」|
//〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
#region(市長・市長補佐)&b(){市長・市長補佐}
#size(90%){#table_style(head=11px:#A9A9A9:center){SWAT入隊状況=center}
#table_filter(){所属=show,氏名=show,階級=show,役職=show,SWAT入隊状況=hide,備考=show}
|~所属|~氏名|~階級|~役職|~SWAT入隊状況|~備考|h
|市長|&s(){[[山下　ひろし]]}|6&br()&small(){SWAT}5||○|市長退任後、体験ランクに。その後、ギャングに加入中。|
|市長補佐|[[かな市長補佐]]|6&br()&small(){SWAT}4|調整|○|装備・施設の調整や歪み対応など|
|市長補佐|[[龍弥市長補佐]]|6|調整|○|装備・施設の調整や歪み対応など|
|市長補佐|[[だん市長補佐]]|6&br()&small(){SWAT}5|調整|○|装備・施設の調整や歪み対応など|
|市長補佐|[[芦辺寿市長補佐]]|4||-||
|市長補佐|戸辺寿子市長補佐|4||-||
|市長補佐|[[あのやま市長補佐]]|4&br()&small(){SWAT}6||○||
|市長補佐|[[アンバー市長補佐]]|0||-|装備・施設の調整や歪み対応など|
|市長補佐|[[補佐補佐]]|1||-||
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
}
#endregion(市長・市長補佐)

#openclose(show=＞ 停職・謹慎処分者記録){{
//復帰された場合、このリストから復職・再採用者記録に移動させ署員リストに記載すること。
#size(80%){{{#table_style(100%,head=#4169e1:#ffffff:center){処分通達日=right}
#table_filter(){最終階級/役職=show,停職期間=show,処分通達日=show,備考=show,現職時の情報=hide}
|~氏名|~最終階級/役職|~停職・謹慎期間|~処分通達日|~備考|~現職時の情報|h
|[[胡　將]]|3→2|無期限停職|2025/09/20|短期間に連続で押収対象物に関する横領を行ったことが発覚。&br()本来ならば懲戒免職レベルだったが、[[東署署長>ましゃかり　トラボルタ]]が自身の身を削ったことで&br()ランク2へ降格、停職処分になった。&br()復帰条件は本人が真に反省した態度を見せるかどうかで決まる。|娘の病気の治療費を稼ぐためにロスサントスにやってきた。銃の扱いにも長けており、大型現場でも早速活躍している。&br()'25/03/09、北署に配属。最近は北署上官が出勤していないためランク上げが行われておらず一部業務に支障が出ており頭を抱えている。&br()'25/05/20久しぶりに北署メンバーが起床したことでランク3に飛び級昇格した。&br()25/7新署設立に向けてチームとしての実績を作るため東署に移動した。&br()「&bold(){胡將起床おはようございます}」|
//|[[署員の名前]]|最終階級/役職|事由|yyyy/mm/dd|備考|yyyy/mm/dd採用&br()所属/警察ランク/SWATランク/役職/部署/世代&br()現職時の情報|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
}}}
}}
//
//↓この文章よりも生モノの、直近での重要度がある文章をトップの[重要]に残し、いつでもこの永久的に必要な文章を戻せるようにここに移動させました。消さないようお願いします。
//
//無理に備考欄を埋める必要はありません。出勤率の低い署員の備考欄に出勤してこない文言を(エンディングを迎えたなどの)特別な理由がない限り記載しない方向でお願いします。
//街の方針として、来たいときに来て、他の遊びをしたいならばそっちを優先という風に、細く長く持続しています。出勤率が低いことは悪いことではないので、できる限り記載しないように。
//もしこのまま出勤しないことが確定した場合、人員整理で(上級職員が手動で)辞職させるはずなので。
//
****過去記録
#openclose(show=＞ 辞職者記録){{
//復職された場合、このリストから復職者リストに移動・署員リストに記載すること。
#size(80%){{{#table_style(100%,head=#4169e1:#ffffff:center){最終勤務日=right}
#table_filter(){最終階級/役職=show,事由=show,最終勤務日=show,備考=show,現職時の情報=hide}
|~氏名|~最終階級/役職|~事由|~最終勤務日|~備考|~現職時の情報|h
|[[番田　長助]]|4/署長|初代署長。自身の汚職行為発覚、及びその他警察署員の汚職行為を伴う引責辞職|2022/10/10|辞職に際し会見を実施。&br()その後はバーのマスターに転職していたが、辞職翌月に手術を受ける為ロスサントスを離れ、後に日本で警察学校の教官に就いた。&br()辞職後もかつての部下たちに慕われており、不定期にロスサントスに帰って来た際には旧交を温めたり相談に乗ったりしている。&br() しかし2024年10月1日、久しぶりに起きたと思いきや警察の内情があまりにも酷く、OBとして頭を抱えてしまった。||
|[[三階堂　キミトス]]|0|ギャングの[[MOZU]]に先輩と慕うライアンがおり、先輩を&br()捕まえることが出来ないという理由から、辞職。後にMOZU入りしている。|2023/02/03|||
|[[堕夜　だよ]]|0|汚職行為発覚に伴う懲戒免職|2023/03/22|&openclose2(show=メディアを通じて公表){&br()（免職後に強盗で検挙されたため2023/03/29に公表。記者の配慮で氏名は伏せられた）}||
|[[牧田　ここな]]|1|仲良くなった人が実は犯罪者やギャングと知り、その人らをお兄ちゃん、&br()お姉ちゃんと慕っており自分には捕まえるのは無理と思い辞職する。|2023/06/19|[[ハク　ナツメ]]とは同期だった||
|[[幼　卒]]|1|退職|2023/08/04|||
|[[千代田　ヨウ]]|1|[[ALLIN]]のMon Dから約1週間に渡る熱烈な誘いを毎日受けた為、加入を決意。&br()能力では無く一緒に居ると楽しいと人柄を求められた為に心が動いた。&br()警察には自ら退職を伝える予定であったが、関係の深かった人物への挨拶回りの途中で&br()[[餡ブレラ>anbrella(餡ブレラ)]]の誘いを断った腹いせとしてウェスカーにより警察にリークされ、&br()懲戒免職となった。(汚職はしていないが形式上汚職罪を切られる)|2023/09/05|警察の人数が少ない時代にワンオペやツーオペで支えていた。&br()出世に興味が無く昇格の話が出ても頑なに断り、昇格試験は後輩に譲っていた。&br()退職から数時間後2023/9/05にALLINに加入。その後アンダーボスとなる。&br()2025/03/24ALLIN解散後、街を去るか生命を絶つか悩んでいたが、&br()元ALLINの仲間に誘われた金融会社に勤め余生を過ごしている。|本署→南署&br()[[花沢　まるん]]の元バディ|
|[[加賀　イズミ]]|3|千代田　ヨウのALLIN加入に伴う懲戒免職がキッカケで犯罪者に銃口を向けられなくなり、&br()警察官でも結局のところ人の命を奪っているのではと悩んだ結果、救急隊隊長の[[命田　守]]に相談。&br()隊長から警察採用前に体験していた救急隊への転職の道が提案され、&br()警察を離れても市民を守れることに気づいた結果、救急隊への転職を目指し円満退職。|2023/09/13|希望通り救急隊の面接を受け、2023/9/17に採用。&br()現在は人を "守る" から "助ける" に変わり、人命救助という形で外部から警察メンバーを支えている。|本署→南署|
|[[ハク　ナツメ]]|4|(本心として、警察を続けたいと思っていたが、天の声によって)警察を辞めざるを得なくなり、&br()犯罪者として生きていく道を選ぶ。退職した警察官が犯罪者になったというSGPDの&br()悪評が広まるのを防ぐために、円満退職を望まなかった。&br()そして、その口実のために押収物横領を行い、汚職行為を[[ジャック　馬ウアー]]に自白し、懲戒免職となる。&br()その後、[[餡ブレラ]]に加入、脱退。&br()自身がボスを務める新ギャング[[concellge>>concellge(コンセルジュ)]]を設立し、解散後は[[NO LIMIT]]のメンバーとして活動している。|2023/09/18|退官する前の数日間の間に引き継ぎを行う。&br()警察の上官達には、退職後、犯罪者になることを伝え、自分と犯罪現場で会っても後輩達が躊躇わず、&br()引き金を引けるように後押しをしてほしいと、未来の警察を託す。&br()後輩達には、個人面談を行い、彼らの悩みを聞き、自分の持っていた知識や技術を伝える。&br()救急隊の中で最も話した経験のある[[ノビー　ラング]]には、警察を辞めなければならなくなったこと、&br()今までたくさん命を救ってくれたことへの感謝を述べる。&br()そして、自分の可愛い部下の命をこれからも救ってほしいと思いを伝える。&br()警察時代は今や上官の「黄金世代」をはじめ、数多くの警察官を育て上げた。&br()また、警察の出勤人数が少ない時代を1人で守り抜いたこともある。&br()現在はギャングメンバーからボスを経て再度ギャングメンバーとして活動している。|本署|
|[[ケイン／オー]]|1|2/21、唐突に[[ミン　ドリー]]に退職を申し出る。&br()その後、警察の仲間に退職することを伝え、&br()理由を尋ねられた際には「飲食店をしたい」「警察職があるとジョブ上限に引っかかる」と説明。&br() 退職後、2024/03/01に飛行場襲撃にて初逮捕。その後も度々犯罪を行い、現在はギャング[[868]]で活動中。|2024/02/21|当日は普段と変わらず職務を忠実に遂行しており、事件対応や周囲の人間とも円滑なコミュニケーションをとっていた。&br()しかしレダーらに誘拐・拉致され、ホットドッグマシーンに改造されてしまう。&br()そして警察署に戻ると、唐突に「今すぐ辞めて飲食店をはじめたい」と[[ミン　ドリー]]に辞職を申し出て、&br()お世話になるというホットドッグ屋の[[レダー　ヨージロー]]と共に警察署を後にした。|2024/01/29採用&br()本署/警察ランク1/[[最悪の世代>ロスサントス警察#最悪の世代]]&br()法律がインストールされているため警察官になったロボット。&br()本業はファーマー、副業はJTS、副副業が警察。早番から深夜まで小型も大型も分け隔てなくまじめに犯罪対応をしている。&br()ギャングから改造を狙われているため要注意。&br()&bold(){「おはようございます ケイン/オー起動、本日も犯罪を抑制します」}|
|[[みこだ　よう]]|5|色々悩み退職する事を決意し自主退職。&br()白市民、半グレ、傭兵業を経て「一人は寂しい」と[[ALLIN]]へ加入した。|2024/05/16|街に来て初日から勤勉につとめていたが色々な事がきっかけで退職を考え、&br()[[ミン　ドリー]]に退職する旨を伝え退職し、その後[[署長>ジャック　馬ウアー]]から呼び出され卒業式を行い円満に退職した。&br() 余談であるが、みこだが警察を辞めたという情報がたった1?2日でギャングに漏洩してしまい、&br()警察の口が軽いという問題を一般市民になって味わう事となった。||
|[[ひの　らん]]|4|街に来た目的の達成が出来なくなったこと、&br()警察業務に束縛され過ぎていてやりたいことができない事に気づき、&br()自主退職。警察以外の目線でこの街を見て目標を見つけていきたい。&br()退職後、2024/12/14、重窃盗・公務執行妨害・道路交通法違反・市民殺人未遂・警察署襲撃を敢行。&br()ミンドリーの手で制圧され初逮捕。直後[[TOPGEAR]]の客船強盗の現場で血痕採取され指名手配。|2024/11/14|[[キャップ>ましゃかり　トラボルタ]]、[[ミン　ドリー]]に退職する旨を報告。退職直前にミンドリーにランク6の世界を少し見せてもらった。||
|[[ガヴァイ　アッカンマン]]|1|自身が交際している女性が加入しているギャングに入ることを決意し退職|2025/03/02|警察官とギャング構成員が交際している関係性を他市民に問い詰められたときに警察に迷惑がかかる可能性を危惧した結果の決断だったが、&br()噂では[[とある署員>赤城　煉]]が引き起こした事件も要因ではないかと警察内では推測されている。|2024/11/23採用&br()本署/警察ランク1/SWATランク1/[[襲撃の世代>ロスサントス警察#襲撃の世代]]/メンケア課　課長&br()警察になりたい意気込みを伝えるため市長室へ突撃したことがある。レアケースの事件との遭遇率が高い不憫体質。&br()警察体験時にイベテロ期間・世界統合・警察署襲撃が重なり延期1日延長2日の体験5日間になった(通常の体験日数の最長記録)。&br()[[二部　らるたる]]先輩にメンケア課を設立したいと相談して2人でメンケア課を設立した2024/12/5&br()メンケア課の活動内容はミッション後に仲間の良かった点を褒めて回る、市民からのメンケアにも対応。&br()「&bold(){進撃開始、ガヴァイ出勤}」＼駆逐だー！／|
|[[山田　ジェイミー]]|3|[[安保　さぶ郎]]殺害未遂で白市民パス剥奪|2025/05/04|[[飯田　けんつ]]が再び黒落ちしたことで心が折れてしまった。&br()今後どうするかいろんな人に相談してたら[[アルフォート　ウェスカー]]から&openclose2(show=とある情報){（餡ブレラが街を壊す計画）}を教えられてしまった。&br()&br()&font(#F54738,b){※関係者外秘}&br()&openclose(show=この情報はロスサントス市警の某署員に関わる機密事項である。捜査関係者以外への口外を固く禁ずる。){[[ミン　ドリー]]の協力のもと、潜入捜査を行う予定}|2025/01/14採用&br()本署/警察ランク3/SWATランク3/[[襲撃の世代>ロスサントス警察#襲撃の世代]]&br()劇団夢歩きの団長。合格していたが忙しさで約2ヶ月ほど寝た後に配属された。&br()素直な性格故に三日連続で犯人から手錠をかけられた。&br()'25/03/15皇帝に直談判してランク2に昇格した。4/3キーモットによってランク3に昇格|
|[[犬　ルリ]]|4|ギャングに警察しか使用不可なスナイパーライフルと犯罪者が使う武器と交換をした。&br()|2025/07/12|一度は自主退職したが、市の判断を待つため復職。&br()2025/7/16に市長判断を仰ぎ、最終結果は解雇となった|警察 '23/09/07採用&br()SWAT 2024/03/20就任&br()本署所属/警察ランク4/SWATランク4&br()モテモテクラブ 会長&br()&link_anchor(police_kaiju,page=犬　ルリ){怪獣部隊} 隊長&br()最強犬の犬のお巡りさん。実力は[[猫　マンゴー]]と互角であり、ライバルでもあり幼馴染で親友。&br()銃の腕前はもちろん、乗り物はなんでも乗りこなす。&br()市民には優しく真面目な対応をするが、犯罪者には微塵も容赦がなく「待て」が出来ず我慢ができない。犯罪者にとって[[神童>後藤　れむ]]、[[猫>猫　マンゴー]]に続く畏怖の対象。&br()上官に就任してからというもの、後輩の指導やIGLなども積極的にこなす。&br()[[ALLIN]]のボス[[Mon D>Mon　D]]を倒せば飛び級でランク6へ昇格できるらしい。それ故か、良く[[ALLIN]]アジトへパトロールをしている姿が目撃されている。&br()未だに[[Mon D>Mon　D]]に会うことすら叶ってはいないが、'24/06/20付で実力と実績が考慮されランク2から4へ2階級飛び級で昇格した。&br()ALLINが解散した後、元構成員らの犯罪行為を逮捕した際にはしっかり煽り（檄）を飛ばして対応している。&br()本気モードの顔が[[Mon D>Mon　D]]に似ているらしく顔を晒すたびに周りに動揺が走る。|
//|[[署員の名前]]|最終階級/役職|事由|yyyy/mm/dd|備考|yyyy/mm/dd採用&br()所属/警察ランク/SWATランク/役職/部署/世代&br()現職時の情報|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
}}}
}}
//
#openclose(show=＞ キャラクターエンドによる休職・退職記録){{
//復職された場合、このリストから復職者リストに移動・署員リストに記載すること。
#size(80%){#table_style(head=#4169e1:#ffffff){最終勤務・整理日=right}
