#region(開く)

***6月1日～3日
#region(開く)
****6月1日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|オイルリグ|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){本事件の逃走についての観測者同士の議論は慎重に}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/えんじ/フナ/レオ/ちの/ナツメ}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){えびす/ぺいん/レッサン/犬ルリ/ひのらん/乱歩/れう/オルカ/夏苗/ヒロ/さぶ郎/猫マンゴー/二部}|0人|00：55|
|~|2|客船|○|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/街雄/たけーら/フナ/レオ/セイジ/ナツメ/まる}|18人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){霊明/ひのらん/ヒロ/犬ルリ/さぶ郎/ぺいん/夏苗/えびす/れう/レッサン/二部/まるん/竹井/らだお/キーモット/オルカ/ぱちお}|6人|02：00|

****6月14日（金）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部回収。横取りALLIN：トナカイ/四五六確/ノエル。逮捕2人}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/じょば/銭形/カイキ/にーと/JD/KT}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){赤城/みやの/まるん/ひのらん/オルカ/さぶ郎/るんるん/つよき/斎藤/ユン/ルール}|2人|23：00|
|~|2|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部補填対応}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/じょば/銭形/カイキ/にーと}|0人|0人|00：10|
|~|3|客船|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/じょば/銭形/カイキ/JD/KT/けんつ/シュガーピーチ/生雲丹}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/オルカ/ぱちお/さぶ郎/竹井/セリーヌ/よわき/みやの/斎藤/ユン/ルール}|4人|01：57|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|アーティファクト|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/ナリエル/天草/えいむ/トナカイ/月ノ島/四五六確/ノエル/千代田}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/ひのらん/さぶ郎/セリーヌ/ぱちお/るんるん/つよき/みやの/ルール/ユン/斎藤}|0人|23：44|
|~|2|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部歪み補填}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/ナリエル/天草/えいむ/トナカイ/月ノ島/四五六確/ノエル}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/オルカ/さぶ郎/竹井/つよき/みやの/ルール/ユン/斎藤}|0人|01：54|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|オイルリグ|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/てって/ちの/セイジ/ナツメ}|0人|0人|23：15|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|パレト銀行|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/ミックス/芹沢/ケイン/トピオ/ジョシュア}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/みやの/まるん/よわき/オルカ/ひのらん/赤城}|0人|22：45|
|~|2|ユニオンヘイスト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り餡：那須/おきる/れりあ。×}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/ミックス/芹沢/ケイン/トピオ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ひのらん/さぶ郎/みやの/まるん/よわき/オルカ/セリーヌ/赤城/竹井/ぱちお}|2人|00：12|

****6月15日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ボブキャット|×|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/ボア/じょば/カイキ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/ぺいん/ぱちお/よわき/乱歩/みやの/二部/ルール/亀有}|3人|21：47|
|~|2|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){5/6回収}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/ボア/じょば/銭形/カイキ/アヌギフ/アドミゲス/ハイライト/KT/けんつ/シュガーピーチ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/キーモット/ぺいん/さぶ郎/セリーヌ/ぱちお/乱歩/みやの/ボブ/二部/ルール/亀有}|10人|23：26|
|~|3|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取りALLIN：エス/月ノ島/ノエル。×。2名逮捕}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/じょば/銭形/アヌギフ/アドミゲス/ハイライト/KT/けんつ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/キーモット/なずぴ/ボイラ/猫マンゴー/ぱちお/さぶ郎/乱歩/みやの/ボブ/ルール/亀有}|6人|01：37|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|オイルリグ|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/月ノ島/ノエル/ネマ}|0人|0人|22：22|
|~|2|ユニオンヘイスト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){1束未回収}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/月ノ島/ノエル/ネマ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/ボイラ/ぺいん/まるん/さぶ郎/セリーヌ/ぱちお/みやの/ボブ/二部/ルール/亀有}|4人|23：32|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|パシフィック銀行|×|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/まる/SAY/チンピラ/街雄/たけーら/レオ/ちの/セイジ/ナツメ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/ボイラ/ぺいん/まるん/さぶ郎/セリーヌ/ぱちお/みやの/ボブ/二部/なずぴ/乱歩/ルール/亀有}|10人|23：50|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|パレト銀行|◎|2人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){刃弐/トピオ}|2人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){つよき/れう}|0人|20：21|
|~|2|客船|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){刃弐/芹沢/ケイン/トピオ/ジョシュア}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/ぱちお/二部/乱歩/さぶ郎/キーモット/ボブ/みやの/まるん/つよき/ボイラ/ルール/亀有}|1人|22：13|
|~|3|客船|○|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){刃弐/ケイン/トピオ/ジョシュア}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぱちお/猫マンゴー/ボブ/乱歩/さぶ郎/二部/ぺいん/亀有/キーモット/まるん/なずぴ}|0人|01：21|

****6月16日（日）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|飛行場|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/ボア/科場/銭形/アヌギフ}|0人|0人|22：16|
|~|2|アーティファクト|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/ボア/科場/銭形/アヌギフ}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/猫マンゴー/キーモット/まるん/るんるん/乱歩/二部/ルール}|2人|22：46|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|○|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/わきを/ニャンコ/那須/博士/ゴン/オザワ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/ミンドリー/猫マンゴー/キーモット/オルカ/二部/さぶ郎/れう/るんるん/ルール}|12人|22：10|
|~|2|カジノヘイスト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){終盤でカジノ内が一斉強制瞑想。生き残りの警察と餡でチンチロ勝負。餡側3人全敗のため全員逮捕}|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/わきを/ニャンコ/那須/博士/ゴン/オザワ/華憐/すん/タコマツ/KT/シュガーピーチ}|17人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/なずぴ/れう/乱歩/オルカ/二部/ミンドリー/さぶ郎/竹井/赤城/キーモット/ボイラ/猫マンゴー/るんるん/ユン/ルール/斎藤}|12人|22：49|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|オイルリグ|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/月ノ島/みこだ/安城}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){乱歩/さぶ郎/二部/キーモット/れう/オルカ/ユン/ルール/斎藤}|2人|22：22|
|~|2|ユニオンヘイスト|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/月ノ島/みこだ/安城}|17人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){なずぴ/れう/乱歩/さぶ郎/赤城/キーモット/バーバリアン/ルール/まるん/ボイラ/猫マンゴー/二部/ミンドリー/るんるん/竹井/斎藤/ユン}|5人|23：47|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){BM1束補填対応}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){刃弐/ミックス/ケイン/紫水/ジョシュア}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/まるん/二部/猫マンゴー/るんるん/バーバリアン/ボイラ}|3人|22：42|

****6月17日（月）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|>|>|>|>|>|>|>|COLOR(gray):BGCOLOR(#EEE):定休日|

#endregion

***6月18日～24日
#region(開く)
****6月18日（火）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){千代田/ヘル/安城/天草/えいむ/月ノ島/四五六確/ノエル/ネマ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){赤城/まるん/オルカ/ひのらん/さぶ郎/れう/えびす/レッサン/ユン/斎藤}|3人|21：13|
|~|2|ユニオンヘイスト|◎|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/千代田/ヘル/安城/天草/えいむ/トナカイ/月ノ島/四五六確/ノエル/ネマ}|17人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/赤城/まるん/オルカ/猫マンゴー/ひのらん/さぶ郎/ぱちお/れう/えびす/霊明/レッサン/よわき/二部/大吉/ユン/斎藤}|9人|22：47|
|~|3|カジノヘイスト|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/千代田/ヘル/安城/天草/トナカイ/月ノ島/四五六確/ノエル}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/赤城/ぺいん/オルカ/猫マンゴー/さぶ郎/ぱちお/れう/えびす/霊明/よわき/えんちょう/二部/大吉/斎藤}|3人|00：00|
|~|4|アーティファクト|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/千代田/ヘル/トナカイ/月ノ島/四五六確/ノエル}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/ぺいん/猫マンゴー/れう/霊明/よわき/えんちょう/二部}|1人|01：15|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){2個}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){まる/けっつん/チンピラ/たけーら/フナ/レオ/セイジ/ナツメ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|2人|22：33|
|~|2|飛行場|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){まる/チンピラ/たけーら/レオ/セイジ/ナツメ}|0人|0人|00：23|
|~|3|オイルリグ|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){137個}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){まる/たけーら/レオ/セイジ/ナツメ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){えんちょう/えびす/二部/さぶ郎/猫マンゴー/霊明/よわき/れう/ぺいん/キーモット}|3人|01：05|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|飛行場|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ミックス/ケイン/紫水/ジョシュア}|1人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){よわき}|0人|21：30|
|~|2|オイルリグ|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ミックス/ケイン/紫水/ジョシュア/芹沢}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){えびす/レッサン/オルカ/ひのらん/霊明/つよき/れう/まるん/赤城/さぶ郎/二部/ぱちお/ユン/斎藤/大吉}|1人|21：52|
|~|3|客船|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ケイン/紫水/ジョシュア/傭兵：JD}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){二部/キーモット/赤城/ぺいん/ぱちお/さぶ郎/霊明/れう/えんちょう/えびす/つよき/猫マンゴー/大吉}|3人|00：23|

****6月19日（水）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|パレト銀行|◎|1人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){陣平}|0人|0人|00：27|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#6495ed):GoodByeCircus|1|ユニオンヘイスト|×|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){マクドナルド/サトシ/らみ/ダミアン/チエリ/ひろし/レン/えだまめもん/アキヲ}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){なずぴ/霊明/乱歩/レッサン/えびす/つよき/皇帝/ミンドリー/ぺいん/二部/ぱちお/オルカ/るんるん/猫マンゴー/ひのらん}|9人|00：00|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|オイルリグ|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/那須/ゴン/華月/おきる/オザワ/ニャンコ/華憐}|2人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/他確認中}|0人|22：10|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|○|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/エス/ヘル/椎花/えいむ/月ノ島/四五六確/ノエル}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ぺいん/ひのらん/なずぴ/ぱちお/霊明/えびす/レッサン/乱歩/よわき}|3人|23：42|
|~|2|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){延焼で人質心無きダウンのため5分待機からの全補填}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/エス/ヘル/椎花/えいむ/月ノ島/四五六確/まいにい/ノエル}|0人|0人|00：14|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|アーティファクト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){逃走時のアジト逃げ、警察側の強制瞑想などで自首を促すがNL側が拒否したため市長からの判断を仰ぐ予定？本件についての議論は慎重に}|?人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|?人|01：00|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|客船|○|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){刃弐/ミックス/ケイン/紫水/ジョシュア}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/なずぴ/オルカ/るんるん/二部/ぺいん/猫マンゴー/ひのらん/ぱちお/乱歩/オルカ/レッサン/つよき}|2人|23：47|

****6月20日（木）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ユニオンヘイスト|◎|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヴァンダーマー/キミトス/だよ/じょば/科場/銭形/にーと/アヌギフ/アドミゲス/ハイライト/けんつ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/まるん/猫マンゴー/犬ルリ/ひのらん/ぱちお/レッサン}|1人|22：12|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/白井/エス/ヘル/椎花/天草/CPU/えいむ/月ノ島/四五六確/まいにい/ノエル}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ミンドリー/猫マンゴー/ひのらん/犬ルリ/れう/アニキ/ローズ/るんるん/レッサン}|0人|21：17|
|~|2|パシフィック銀行|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/白井/エス/ヘル/椎花/天草/CPU/えいむ/月ノ島/四五六確/まいにい/ノエル}|19人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れむ/ボイラ/皇帝/ミンドリー/ぺいん/まるん/猫マンゴー/ひのらん/犬ルリ/さぶ郎/セリーヌ/ぱちお/れう/アニキ/ローズ/えびす/るんるん/レッサン/がみとも}|3人|22：11|
|~|3|アーティファクト|×|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/白井/エス/ヘル/椎花/天草/CPU/えいむ/月ノ島/四五六確/ノエル}|16人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れむ/ボイラ/皇帝/ミンドリー/ぺいん/猫マンゴー/ひのらん/犬ルリ/さぶ郎/セリーヌ/ぱちお/れう/ローズ/えびす/るんるん/がみとも}|11人|23：07|
|~|4|飛行場|○|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/エス/ヘル/椎花/天草/CPU/えいむ/月ノ島/四五六確/ノエル}|19人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れむ/ボイラ/皇帝/ミンドリー/ぺいん/まるん/猫マンゴー/ひのらん/犬ルリ/さぶ郎/セリーヌ/ぱちお/れう/アニキ/ローズ/えびす/るんるん/レッサン/がみとも}|3人|01：26|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|客船|×|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ケイン/トピオ/ジョシュア}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/なずぴ/オルカ/るんるん/二部/ぺいん/猫マンゴー/ひのらん/ぱちお/乱歩/オルカ/レッサン}|3人|21：32|
|~|2|オイルリグ|×|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ケイン/トピオ/ジョシュア}|16人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){猫マンゴー/ひのらん/がみとも/ミンドリー/犬ルリ/皇帝/まるん/えびす/ぺいん/ローズ/ボイラ/れむ/さぶ郎/るんるん/セリーヌ/アニキ}|3人|22：36|

****6月21日（金）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ボブキャット|×|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/じょばーな/イチカ/やいち郎/アヌギフ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){なずぴ/マンゴー/まるん/らるたる/しょうじ/よわき/がみとも}|4人|0：37|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){換金所直行(2/6)}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ニャンコスキー/那須/わきを/オザワ/れりあ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){○○/○○}|5人|21：55|
|~|2|飛行場|◎|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){那須/わきを/ニャンコ}|0人|0人|21：15|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部補填/全滅、逮捕4人}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/ヘル/CPU/えいむ/ごう/まいにい/ノエル/ネマ/トナカイ/天草}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/ミンドリー/猫マンゴー/ひのらん/ミナミ/犬ルリ/さぶ郎/なずぴ/レッサン/よわき/キャシー/皇帝/ぺいん/えんちょう}|4人|21：12|
|~|2|ユニオン|×|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/ヘル/天草/四叉 CPU/えいむ/トナカイ/ごう/ノエル/ネマ}|19人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/キャシー/赤城/ボイラ/皇帝/ミンドリー/ぺいん/オルカ/まるん/猫マンゴー/ひのらん/犬ルリ/さぶ郎/なずぴ/勝痔/レッサン/よわき/えんちょう/赤兎がみとも}|8人|22：32|
|~|3|客船|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/エス/ヘル/天草/CPU/えいむ/ごう/ノエル/ネマ}|18人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){えんちょう/まるん/なずぴ/二部らるたる/ひのらん/ぺいん/がみとも/キャシー/猫マンゴー/つよき/さぶ郎/オルカ/しょうじ/赤城/ボイラ/キーモット/よすみの/レッサン}|4人|0：22|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
