#region(開く)

***5月1日～6日
#region(開く)
****5月1日（水）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|~|2|ボブキャット|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/ミックス/芹沢/ケイン/トピオ/傭兵：紫水}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/まるん/レッサン/乱歩/えびす/ミンドリー/さぶ郎} |0人|01：43|

****5月15日（水）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ボブキャット|×|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){竹森/だよ/じょばーな/銭形/アヌギフ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/みこだ/ひのらん/ぱちお/レッサン/えびす/つよき}|4人|20：37|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填。横取りALLIN：MonD/天草/エスターク。2ダウン撤退}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハンク/わきを/華月/ニャンコ/政宗/そす/クマゴリラ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){みこだ/ぱちお/よわき/竹井/レッサン/ひのらん/えびす}|2人|??：??|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|オイルリグ|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/オザワ/生雲丹/ジョーカー/レレレ/シュガーピーチ/イヴ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){みこだ/他確認中} |7人|22：45|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|?|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/エスターク/天草/CPU}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){みこだ/ひのらん/竹井/レッサン/よわき/なずぴ}|3人|??：??|
|~|2|ユニオンヘイスト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り餡：ハンク/わきを/クマゴリ。全滅、逮捕者なし。横取り868：牢王/芹沢/トピオ。全滅、逮捕者なし。横取りMOZU：だよ/竹森/アヌギフ。全生存、撤退}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/エスターク/天草/ヘル/安城/CPU/月ノ島/四五六確}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/皇帝/ミンドリー/ぺいん/まるん/ひのらん/みこだ/さぶ郎/えびす/霊明/レッサン/つよき}|7人|21：40|
|~|3|ボブキャット|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/天草/ヘル/安城/CPU/月ノ島/四五六確}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/ぺいん/まるん/ひのらん/みこだ/えびす/レッサン/つよき}|1人|00：14|
|~|4|オイルリグ|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/天草/ヘル/安城/CPU/月ノ島/四五六確}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/ぺいん/ボイラ/皇帝/霊明/えびす/ひのらん/さぶ郎}|3人 &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){個人医ナリエル含む}|01：36|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|アーティファクト|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/まる/チンピラ/街雄/フナ/セイジ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){数名確認/詳細不明}|0人|21：18|
|~|2|飛行場|○|?人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|?人|??：??|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FFC800):concellge|1|客船|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){全滅}|?人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|?人|??：??|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|オイルリグ|×|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/ケイン/トピオ/傭兵：紫水}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){みこだ/竹井/つよき/ひのらん/えびす/レッサン/ぱちお} |3人|19：??|
|~|2|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){ボイラー以外歪み、利確後補填。IRiS横取り：ジョーカー/オザワ/レレレ全滅}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/牢王/ケイン/トピオ/傭兵：紫水}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){よわき/みこだ/レッサン/えびす/皇帝/まるん/ひのらん/ミンドリー/さぶ郎/ぱちお} |1人|21：18|
|~|3|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){1束以外の7束分は歪み補填。NL横取り：レオ/SEY/フナ。主犯側では見えなかった札束が見えたため2束回収、オシリス2台、ゼントーノ1台回収。主犯側もNL側が札束を取れたことを知らないため満額補填しており双方に利益あり}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/牢王/ケイン/トピオ/傭兵：紫水}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/皇帝/えびす/霊明/レッサン/ひのらん/ぺいん/ボイラ/みこだ/ミンドリー/つよき/まるん} |2人|23：0?|
|~|4|アーティファクト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){受注者強制瞑想のため再受注}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/牢王/ケイン/トピオ/傭兵：紫水}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/みこだ/よわき/えびす/皇帝/まるん/ボイラ/ぺいん}|0人|00：32|

****5月16日（木）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){CC合同}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){餡：ニャンコ/わきを/ジェイク/政宗/ハンク/そす/CC：メアリー}|4人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/なずぴ/みこだ/竹井}|1人|19：51|
|~|2|ユニオンヘイスト|◎|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/わきを/華月/政宗/那須/ゴン/りえる/ぜろ/そす/まいみー}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/乱歩/まるん/なずぴ/皇帝/さぶ郎/竹井/えんちょう/ボイラ/オルカ/ミンドリー}|7人|22：13|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|ボブキャット|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ジョーカー/アドミゲス/ハイライト/オザワ/つん/姫一/シュガーピーチ/イヴ/生雲丹}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/乱歩/他不明}|2人|00：08|
|~|2|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){3/6回収}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ジョーカー/アドミゲス/ハイライト/オザワ/つん/姫一/シュガーピーチ/イヴ/生雲丹/ぬくお}|3人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){オルカ/竹井/えんちょう}|6人|00：55|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|ボブキャット|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/エスターク/天草/CPU}|0人|0人|19：56|
|~|2|飛行場|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/エスターク/天草/CPU}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/ボイラ/ミンドリー/ぺいん/オルカ/みこだ/なずぴ/竹井} |1人|20：38|
|~|3|アーティファクト|×|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/エスターク/天草/CPU/えいむ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/ボイラ/皇帝/ミンドリー/ぺいん/オルカ/みこだ/さぶ郎/なずぴ/竹井/乱歩/えんちょう} |4人|21：39|
|~|4|パシフィック銀行|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り：餡。ウェスカー/わきを/那須。全滅}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/エスターク/天草/CPU/えいむ/白井/トナカイ/千代田}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/なずぴ/乱歩/他確認中} |4人|22：57|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|オイルリグ|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){SAY/チンピラ/フナ/レオ/セイジ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){数名ヘリ確認}|0人|21：10|
|~|2|客船|○|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/けっつん/SAY/チンピラ/レオ/ちの/セイジ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){数名確認}|0人|22：40|
|~|3|オイルリグ|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/けっつん/SAY/チンピラ/レオ/ちの/セイジ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ヘリ確認}|0人|00：15|
|~|4|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){札束、アーティ見えない歪みだったが取れた}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){けっつん/SAY/チンピラ/レオ/ちの/セイジ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ヘリ数台}|1人|01：35|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FFC800):concellge|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){餡合同}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){餡：ニャンコ/わきを/ジェイク/政宗/ハンク/そす/CC：メアリー}|4人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/なずぴ/みこだ/竹井}|1人|19：51|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|飛行場|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みで2人回収想定、1人利確後金持ち判定の1人逮捕のため一部のみ補填対応}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/牢王/ケイン/トピオ/紫水}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){鷹山/ミンドリー/ぺいん/他？} |2人|00：07|
|~|2|オイルリグ|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){0時過ぎにNLによりリグ実行されていたが、警察がリセットの際CTリセットも行ってしまいCT確認時に取れてしまったため知らずに868も実行}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/刃弐/ケイン/トピオ/紫水}|4人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){バーバリアン/皇帝/さぶ郎/まるん} |2人|00：58|
|~|3|パレト銀行|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/刃弐/ケイン/トピオ/紫水}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){乱歩/まるん/皇帝/ミンドリー/えんちょう/ぺいん/なずぴ/レッサン/竹井} |2人|02：06|

****5月17日（金）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|ユニオンヘイスト|◎|13人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ジェイク/華月/ゴン/すん/クマゴリラ/華憐/わきを/ハンク/伊達咲/りえる/七瀬/ニャンコ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ひのらん/他確認中}|0人|23：46|
|~|2|アーティファクト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){警察が誤ってCTもリセットしたため受注}|13人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/わきを/ジェイク/華月/すん/りえる/ニャンコ/クマゴリラ/伊達咲/ハンク/華憐/ゴン/博士/れりあ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|0人|00：52|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|飛行場|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){アドミゲス/ハイライト/シュガーピーチ/レレレ/イヴ/姫一}|?人|2人|21：45|
|~|2|オイルリグ|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){アドミゲス/ハイライト/シュガーピーチ/レレレ/イヴ}|0人|0人|23：50|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/エスターク/ヘル/椎花/えいむ}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/オルカ/さぶ郎/竹井/霊明/レッサン} |0人|20：59|
|~|2|ボブキャット|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/RB/千代田/エスターク/ヘル/椎花/CPU/えいむ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/まるん/オルカ/さぶ郎/ぱちお/竹井/れう/えびす/レッサン/えんちょう} |1人|23：30|
|~|3|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部歪み補填}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/RB/千代田/エスターク/ヘル/椎花/CPU/えいむ/トナカイ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/ぺいん/まるん/オルカ/ひのらん/さぶ郎/ぱちお/竹井/れう/えびす/レッサン/えんちょう} |1人|00：28|
|~|4|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み全補填}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/エスターク/ヘル/椎花/天草/CPU}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/まるん/オルカ/ひのらん/ぱちお/れう/えびす/レッサン/えんちょう} |3人|02：29|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|アーティファクト|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ミックス/芹沢/ケイン/トピオ/紫水}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){オルカ/さぶ郎/えびす/えんちょう/れう/竹井/まるん/ひのらん/ぱちお} |0人|23：40|

****5月18日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ユニオンヘイスト|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ナタル/だよ/じょばーな/イチカ/銭形/カイキ}|1人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){偵察のみ}|0人|23：42|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#6495ed):GoodByeCircus|1|客船|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り：868。刃弐/牢王/トピオ。GBC3人横取りによりダウン、1人警察によりダウン。ハイドしていたネケニマスも最終的に発見されダウン。横取りも全逮捕}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ネケニマス/ダミアン/パンプキング/レン/ひろし}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/まるん/よわき/猫マンゴー/えびす/ネル/オルカ/レッサン}|5人|00：14|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|パシフィック銀行|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り：ALLIN。MonD/トナカイ/安城。全逮捕}|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/政宗/ハンク/わきを/すん/華月/ゴン/クマゴリラ/博士/くまちゃん/那須/ニャンコ}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ひのらん/赤城/オルカ/皇帝/まるん/竹井/れう/えびす/つよき/レッサン/さぶ郎/猫マンゴー/ネル}|6人|23：35|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|オイルリグ|◎|2人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/つん}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/さぶ郎/えびす/よわき/他確認中} |0人|23：43|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|オイルリグ|〇 &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){200個回収。安城救急隊護送}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){千代田/エスターク/天草/トナカイ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){らだお/皇帝/まるん/ひのらん/まるん/ネル/えびす/さぶ郎/れう/竹井} |1人|21：12|
|~|2|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部歪み補填/護送されたMonDが押収、請求前に救急隊により蘇生され即座に皇帝に手錠をかけ人質に。MonD、白井、えいむの蘇生解放と新アジトへ送ることを条件に皇帝を解放し脱獄}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/エスターク/ヘル/ナリエル/安城/天草/えいむ/トナカイ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/まるん/オルカ/猫マンゴー/ひのらん/れう/えびす/レッサン/つよき} |0人※|00：57|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){札束全回収。アーティファクト4/10回収}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){刃弐/ミックス/牢王/ケイン}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){らだお/皇帝/まるん/ひのらん/竹井/さぶ郎/レッサン/れう/ネル/えびす} |0人|21：18|
|~|2|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){壁抜き心無きの歪みにより再スタート。再スタートの際ボブキャ中と知らずに起床したレダーも参加}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ミックス/牢王/ケイン/トピオ/紫水}|0人|0人|23：42|
|~|3|オイルリグ|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){レダー、ミックスで利確後護送中の3名奪還のため本書前道路にてパトカー待ち伏せ。警察内からも撃たれ全滅。際どいと警察内でも審議となったが、話し合いの末署長判断により警察署襲撃に該当。既にプリズン送りとなっていたケイン、紫水以外に警察署襲撃が付くこととなる}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ミックス/牢王/ケイン/トピオ/紫水}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ひのらん/さぶ郎/馬ウアー/つよき/まるん/えびす}|6人|01：45|

****5月19日（日）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填}|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ニャンコスキー/華月/ゴン}|14人|0人|19：4?|
|~|2|ユニオンヘイスト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){NL合同}|14人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){餡：ニャンコスキー/華月/ゴン/わきを/クマゴリ/ぜろ/政宗/那須/NL：けっつん/チンピラ/ちの/フナ/セイジ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/まるん/さぶ郎/霊明/皇帝/つよき/レッサン/ぺいん/なずぴ/えんちょう/ひのらん/ネル/みやの/電波}|7人|21：23|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|オイルリグ|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){半分回収}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ジョーカー/ハイライト/シュガーピーチ/生雲丹}|？人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){えんちょう/霊明/えびす/他確認中} |0人|02：19|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|ボブキャット|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){本署内に入れた千代田が救出のため本署内に侵入したが鍵が開かなくなり出れずどうしようもなくなり自主。（ぺいんによる検証で千代田が侵入した扉は時間で閉まるオートロックであると判明。）警察署襲撃}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/千代田/エスターク/安城/天草/えいむ/トナカイ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キャップ/キーモット/ぺいん/まるん/ひのらん/なずぴ/竹井/レッサン/よわき} |4人|19：21|
|~|2|アーティファクト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部歪み補填}|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/みみ/千代田/エスターク/安城/天草/えいむ/トナカイ/ナリエル/CPU/四五六確}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/皇帝/ぺいん/まるん/ひのらん/さぶ郎/なずぴ/えびす/霊明/レッサン/よわき} |5人|20：53|
|~|3|カジノヘイスト|○or◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){BM1.36億/ダイヤ利確}|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/みみ/千代田/エスターク/ナリエル/安城/天草/CPU/えいむ/トナカイ/四五六確}|16人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/キーモット/皇帝/らだお/電波/ぺいん/まるん/ひのらん/さぶ郎/なずぴ/えびす/霊明/レッサン/よわき/えんちょう/みやの} |5人|21：59|
|~|4|アーティファクト|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/みみ/千代田/エスターク/ナリエル/安城/CPU/えいむ/トナカイ/四五六確}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/まるん/さぶ郎/ニトロ/えびす/霊明/レッサン/みやの/えんちょう} |1人|02：03|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|ユニオンヘイスト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){餡合同}|14人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){餡：ニャンコスキー/華月/ゴン/わきを/クマゴリ/ぜろ/政宗/那須/NL：けっつん/チンピラ/ちの/フナ/セイジ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/まるん/さぶ郎/霊明/皇帝/つよき/レッサン/ぺいん/なずぴ/えんちょう/ひのらん/ネル/みやの/電波}|7人|21：23|
